Product Type,Temperature (°C),Humidity (%),Shock Level (g),Risk Level
Meat,6.9,88.8,1.04,1
Vegetables,3.3,82.6,0.84,0
Vegetables,6.3,87.5,4.9,1
Eggs,6.6,65.8,1.44,0
Meat,2.4,77.1,2.9,1
Eggs,3.3,66.7,3.26,1
Meat,6.1,86.1,2.81,1
Meat,6.3,82.8,3.19,1
Milk,6.2,60.6,4.8,1
Fruits,7.6,73.7,2.66,1
Milk,3.7,81.4,0.25,0
Milk,4.7,89.0,1.12,1
Eggs,4.0,54.6,0.29,0
Milk,4.0,80.0,2.21,0
Milk,3.0,81.8,1.66,0
Milk,6.1,60.7,4.63,1
Milk,8.8,88.0,3.22,1
Milk,3.3,64.5,0.54,0
Vegetables,4.4,80.8,4.02,1
Eggs,6.6,67.1,1.34,0
Vegetables,9.6,87.3,1.0,1
Milk,3.8,76.3,3.78,1
Meat,4.1,84.4,0.83,0
Eggs,7.1,60.5,1.71,1
Vegetables,8.8,92.0,3.18,1
Milk,5.9,76.4,2.71,1
Fruits,4.9,74.0,2.88,1
Eggs,2.0,59.3,0.59,0
Eggs,7.5,54.9,1.65,1
Meat,7.3,91.1,3.8,1
Vegetables,10.4,93.9,2.79,1
Eggs,6.6,63.1,3.17,1
Fruits,7.4,71.7,0.99,0
Eggs,2.6,67.0,1.28,0
Fruits,9.9,78.8,1.32,1
Eggs,2.8,58.8,2.05,0
Fruits,4.7,74.1,4.63,1
Eggs,2.2,56.4,0.35,0
Fruits,7.6,85.8,1.42,1
Meat,7.0,84.0,4.22,1
Milk,8.3,69.2,0.16,1
Milk,8.8,76.1,0.53,1
Meat,2.0,80.8,1.39,0
Meat,3.9,75.5,0.02,0
Fruits,6.8,89.7,0.98,1
Vegetables,4.0,91.5,1.17,1
Meat,6.2,86.2,3.75,1
Milk,5.5,79.2,2.55,1
Meat,2.9,94.2,3.97,1
Eggs,5.6,58.2,2.32,0
Vegetables,4.9,92.3,2.02,1
Vegetables,4.9,87.2,3.37,1
Meat,1.2,91.3,4.62,1
Milk,3.1,80.3,4.75,1
Eggs,7.1,69.7,4.45,1
Meat,3.2,76.1,2.57,1
Fruits,7.5,83.2,0.03,0
Eggs,6.6,58.7,3.2,1
Fruits,13.8,86.2,4.17,1
Eggs,8.8,53.5,3.92,1
Milk,5.8,66.3,3.99,1
Meat,6.4,77.1,3.07,1
Meat,3.8,83.6,0.25,0
Milk,2.7,85.2,2.55,1
Vegetables,9.4,81.1,4.57,1
Milk,7.1,85.6,2.53,1
Meat,5.5,76.3,1.56,0
Milk,7.6,73.9,2.48,1
Meat,1.7,72.7,4.62,1
Eggs,7.4,55.3,3.05,1
Meat,3.5,77.6,3.54,1
Vegetables,8.1,97.2,2.57,1
Fruits,11.7,82.3,3.64,1
Meat,1.5,94.9,2.35,1
Milk,2.7,82.2,3.61,1
Milk,7.6,82.1,4.58,1
Meat,1.9,70.2,1.08,0
Eggs,3.7,63.1,4.84,1
Fruits,7.6,77.6,4.37,1
Meat,4.7,85.3,4.83,1
Meat,0.0,82.3,4.82,1
Vegetables,6.1,95.1,0.37,1
Fruits,10.3,86.0,4.54,1
Vegetables,6.5,95.5,1.11,1
Milk,4.7,76.3,4.44,1
Fruits,5.8,80.7,0.29,0
Meat,8.0,71.2,0.03,1
Vegetables,4.7,90.8,2.45,1
Fruits,5.2,88.4,4.22,1
Eggs,2.7,54.2,0.86,0
Eggs,3.8,63.0,4.46,1
Vegetables,11.1,84.7,0.88,1
Milk,3.5,72.4,2.78,1
Meat,0.3,94.1,4.58,1
Eggs,4.3,50.0,3.38,1
Eggs,6.1,63.1,1.22,0
Meat,0.7,76.0,3.24,1
Fruits,8.1,89.7,3.44,1
Vegetables,7.7,86.5,3.81,1
Eggs,7.0,65.9,1.96,0
Milk,2.7,84.0,4.33,1
Fruits,7.4,77.7,1.47,0
Milk,8.9,67.5,0.11,1
Milk,3.5,71.0,3.81,1
Eggs,3.9,50.8,0.11,0
Eggs,8.0,54.2,0.99,1
Vegetables,10.9,92.4,3.47,1
Milk,7.0,85.8,3.44,1
Eggs,3.6,69.2,3.89,1
Vegetables,6.4,93.0,4.91,1
Meat,4.5,92.8,1.81,1
Fruits,5.4,86.3,4.16,1
Milk,5.4,79.9,4.5,1
Vegetables,6.7,91.4,2.04,1
Milk,9.0,89.2,4.37,1
Milk,8.1,80.9,2.24,1
Vegetables,6.1,85.5,4.02,1
Meat,4.3,85.2,2.53,1
Vegetables,8.2,80.1,1.73,1
Vegetables,7.1,83.7,4.67,1
Meat,5.1,94.7,3.3,1
Meat,3.9,78.8,1.01,0
Vegetables,5.5,89.8,4.26,1
Fruits,4.7,79.6,2.08,0
Vegetables,7.6,87.8,1.0,1
Fruits,10.1,79.8,1.75,1
Eggs,8.2,66.9,1.05,1
Fruits,12.8,89.5,1.7,1
Milk,3.2,89.1,4.49,1
Eggs,4.2,60.7,2.67,1
Meat,3.3,86.8,2.32,1
Milk,3.6,83.4,4.49,1
Eggs,3.5,56.4,4.51,1
Meat,5.1,72.6,3.47,1
Meat,3.6,88.8,2.56,1
Vegetables,5.7,92.1,0.44,1
Milk,9.3,75.1,3.41,1
Vegetables,8.4,96.0,1.05,1
Milk,5.0,68.2,1.84,0
Fruits,12.0,74.5,1.24,1
Eggs,2.7,58.6,4.19,1
Vegetables,8.6,87.9,3.35,1
Fruits,10.5,79.5,3.56,1
Vegetables,4.3,90.3,1.07,1
Meat,7.3,91.6,4.26,1
Fruits,11.4,70.5,1.13,1
Vegetables,8.7,83.2,2.24,1
Milk,10.0,63.9,0.84,1
Fruits,14.7,79.5,3.61,1
Eggs,4.4,59.0,4.39,1
Eggs,7.0,68.1,0.08,0
Vegetables,10.9,94.6,4.99,1
Eggs,9.5,61.6,2.53,1
Milk,6.0,60.9,3.86,1
Milk,4.3,65.8,3.49,1
Fruits,8.1,84.6,4.02,1
Fruits,4.0,82.5,1.39,0
Vegetables,11.9,95.9,0.59,1
Meat,0.1,89.7,0.83,1
Meat,7.9,91.2,2.87,1
Vegetables,6.6,80.9,1.01,0
Eggs,8.2,51.6,4.01,1
Vegetables,10.6,81.0,1.6,1
Vegetables,3.5,89.6,3.49,1
Milk,5.3,78.9,3.76,1
Meat,6.0,77.4,4.0,1
Fruits,5.1,81.7,4.5,1
Vegetables,2.7,82.6,0.81,0
Eggs,5.8,67.7,1.23,0
Fruits,7.5,78.6,0.49,0
Vegetables,11.1,90.6,1.53,1
Eggs,2.2,55.8,0.0,0
Vegetables,5.6,89.9,1.41,1
Fruits,7.5,86.6,1.36,1
Eggs,4.9,62.2,1.02,0
Fruits,11.3,82.0,0.82,1
Eggs,4.5,54.3,3.92,1
Fruits,14.9,79.7,4.53,1
Milk,3.5,79.2,0.94,0
Vegetables,11.3,91.2,0.74,1
Milk,5.4,87.2,1.98,1
Meat,2.8,78.6,2.56,1
Meat,5.7,90.7,4.98,1
Fruits,4.4,80.4,4.73,1
Eggs,9.3,62.8,4.72,1
Eggs,4.9,61.0,4.35,1
Meat,6.0,85.1,4.43,1
Vegetables,8.0,82.8,3.33,1
Eggs,5.1,54.2,4.42,1
Milk,2.2,88.7,2.83,1
Meat,7.4,75.3,3.11,1
Meat,2.8,72.8,1.7,0
Vegetables,5.8,91.1,0.34,1
Eggs,2.2,62.0,2.03,0
Vegetables,2.6,90.1,2.98,1
Milk,8.6,66.4,3.99,1
Meat,3.1,84.2,4.87,1
Eggs,3.5,53.9,3.94,1
Fruits,14.9,85.8,4.48,1
Fruits,9.9,74.4,0.89,1
Fruits,11.1,79.0,0.32,1
Milk,8.8,88.8,0.48,1
Meat,5.9,71.0,3.14,1
Meat,0.1,83.2,4.15,1
Milk,9.1,82.7,3.89,1
Fruits,8.2,85.3,2.61,1
Milk,6.2,64.8,2.16,0
Eggs,6.3,65.0,0.66,0
Milk,6.4,87.7,4.44,1
Vegetables,11.1,81.4,0.33,1
Vegetables,3.1,91.5,2.89,1
Meat,1.7,83.5,4.49,1
Milk,6.1,87.8,2.13,1
Fruits,14.4,70.5,1.51,1
Fruits,11.8,88.2,1.94,1
Vegetables,6.3,97.3,1.26,1
Milk,7.7,81.5,4.43,1
Meat,2.9,89.9,3.01,1
Vegetables,8.1,92.5,2.92,1
Fruits,11.6,84.2,0.29,1
Eggs,4.8,53.5,0.66,0
Fruits,14.3,85.9,3.96,1
Meat,1.1,75.1,0.12,0
Vegetables,2.8,80.8,2.17,0
Meat,0.0,73.5,2.75,1
Eggs,8.2,55.7,2.59,1
Meat,0.6,94.6,2.96,1
Eggs,3.7,51.8,3.51,1
Fruits,13.4,79.4,1.59,1
Milk,4.2,74.7,0.94,0
Meat,4.7,75.1,2.42,0
Vegetables,2.5,94.7,4.53,1
Eggs,4.4,51.8,3.56,1
Vegetables,10.5,90.1,1.52,1
Vegetables,10.5,82.2,2.68,1
Fruits,7.8,84.4,2.86,1
Meat,0.9,80.7,0.17,0
Vegetables,2.0,85.6,1.84,1
Milk,3.4,67.6,4.56,1
Fruits,9.8,88.4,2.84,1
Eggs,8.8,58.4,2.44,1
Vegetables,9.5,88.9,3.4,1
Fruits,12.9,72.9,2.46,1
Fruits,5.7,71.3,0.59,0
Eggs,9.7,58.1,3.2,1
Fruits,12.2,76.6,3.3,1
Eggs,6.2,53.9,2.22,0
Fruits,10.3,73.0,0.61,1
Vegetables,7.9,91.8,1.85,1
Vegetables,8.9,81.1,3.57,1
Meat,2.4,78.0,2.65,1
Eggs,7.9,67.9,2.18,1
Fruits,12.2,83.4,2.28,1
Vegetables,3.3,86.0,0.53,1
Vegetables,7.3,91.1,2.46,1
Meat,2.9,95.0,1.8,1
Milk,5.8,64.5,3.45,1
Vegetables,11.6,87.1,4.22,1
Vegetables,5.6,94.2,0.93,1
Milk,5.3,83.7,4.6,1
Milk,7.9,89.2,0.49,1
Eggs,9.4,60.0,2.57,1
Meat,1.5,78.5,1.96,0
Fruits,4.0,73.9,1.78,0
Fruits,7.7,78.2,4.9,1
Vegetables,5.9,86.0,0.45,1
Eggs,4.2,52.9,1.89,0
Milk,9.7,78.1,0.89,1
Fruits,7.5,82.6,1.7,0
Fruits,5.4,79.3,0.73,0
Milk,9.9,84.7,1.72,1
Meat,4.6,92.3,1.74,1
Milk,6.5,89.5,3.58,1
Eggs,2.1,56.2,3.41,1
Fruits,14.9,88.7,3.25,1
Vegetables,6.7,91.4,3.58,1
Meat,3.2,78.0,1.86,0
Meat,0.6,85.6,3.77,1
Fruits,6.5,78.0,0.33,0
Milk,7.0,68.3,4.24,1
Fruits,13.4,82.2,0.63,1
Fruits,12.9,84.5,2.36,1
Milk,5.9,70.1,4.92,1
Fruits,5.2,76.0,2.58,1
Vegetables,6.7,96.6,2.81,1
Milk,4.0,67.0,3.46,1
Eggs,5.6,55.6,4.48,1
Eggs,6.1,54.9,4.4,1
Eggs,5.2,67.4,3.73,1
Milk,2.6,88.5,2.82,1
Eggs,2.8,69.1,0.86,0
Milk,7.9,86.8,0.65,1
Fruits,11.9,89.5,3.71,1
Eggs,8.7,55.8,3.6,1
Fruits,7.5,71.0,3.16,1
Milk,6.7,71.5,4.28,1
Meat,1.1,86.3,1.75,1
Meat,3.2,72.4,4.91,1
Vegetables,11.9,96.7,1.94,1
Fruits,8.0,77.1,3.29,1
Meat,4.7,70.1,3.65,1
Vegetables,9.8,94.0,0.06,1
Fruits,9.8,71.9,4.7,1
Fruits,8.1,85.9,4.08,1
Vegetables,9.0,81.0,2.61,1
Fruits,4.3,82.5,3.8,1
Fruits,9.0,71.1,4.88,1
Fruits,9.2,71.1,0.47,1
Fruits,14.1,82.4,3.56,1
Milk,7.8,78.7,3.41,1
Eggs,6.6,69.1,1.35,0
Eggs,5.9,64.3,4.8,1
Fruits,4.1,85.2,2.98,1
Vegetables,5.0,80.2,3.36,1
Vegetables,2.8,80.7,2.59,1
Meat,1.8,90.0,0.86,1
Meat,1.1,73.8,1.95,0
Milk,2.9,64.4,2.64,1
Fruits,8.1,84.2,3.97,1
Eggs,8.2,67.0,4.19,1
Fruits,4.9,90.0,2.38,1
Milk,2.7,69.6,2.43,0
Eggs,2.5,57.2,4.32,1
Meat,6.1,87.9,4.88,1
Eggs,5.5,56.0,3.66,1
Milk,5.8,74.6,3.24,1
Vegetables,8.3,90.9,2.11,1
Milk,6.0,60.7,3.54,1
Vegetables,7.6,89.7,3.48,1
Vegetables,7.9,96.6,4.21,1
Milk,9.2,89.7,1.32,1
Milk,2.4,85.7,0.68,1
Milk,7.5,82.1,3.51,1
Milk,5.5,83.3,4.93,1
Milk,3.0,88.4,1.91,1
Vegetables,6.2,94.7,1.73,1
Fruits,10.4,89.9,2.18,1
Milk,8.7,69.8,3.34,1
Fruits,9.9,83.4,0.46,1
Eggs,3.0,54.1,3.8,1
Eggs,5.6,60.3,0.1,0
Meat,6.9,87.7,4.12,1
Fruits,7.5,82.4,2.32,0
Vegetables,8.4,83.3,1.7,1
Eggs,2.2,50.8,2.03,0
Vegetables,9.1,90.3,0.13,1
Milk,9.9,84.4,4.27,1
Meat,1.7,87.4,4.77,1
Vegetables,10.7,81.4,2.14,1
Milk,5.8,69.7,0.99,0
Vegetables,3.8,84.0,4.17,1
Eggs,6.9,53.7,0.9,0
Fruits,8.3,89.4,4.34,1
Milk,3.7,88.3,0.89,1
Meat,8.0,80.3,3.17,1
Milk,5.5,63.3,3.9,1
Meat,2.0,76.2,1.57,0
Fruits,7.1,70.5,4.29,1
Meat,5.0,91.9,4.66,1
Eggs,5.4,50.1,4.55,1
Milk,3.5,73.3,4.16,1
Meat,7.1,89.1,1.5,1
Meat,6.3,86.8,2.75,1
Fruits,8.1,84.4,2.97,1
Eggs,6.2,59.9,0.84,0
Vegetables,2.7,94.6,4.36,1
Vegetables,10.8,89.2,4.82,1
Vegetables,10.4,97.2,2.42,1
Milk,6.4,81.7,4.3,1
Fruits,8.1,74.1,0.2,0
Vegetables,9.5,95.2,2.45,1
Vegetables,8.6,96.6,0.23,1
Meat,0.6,88.9,0.2,1
Fruits,11.6,79.3,1.96,1
Eggs,3.7,62.8,4.19,1
Milk,7.4,77.2,0.07,1
Milk,2.2,66.1,2.54,1
Milk,5.5,79.6,2.69,1
Fruits,14.4,76.5,1.82,1
Vegetables,3.4,90.4,2.21,1
Vegetables,10.0,91.3,4.37,1
Fruits,12.4,76.0,4.68,1
Eggs,6.0,63.7,4.24,1
Milk,2.7,82.3,1.15,0
Milk,7.2,70.2,2.21,1
Meat,7.1,82.3,0.75,1
Milk,9.3,70.2,1.82,1
Fruits,6.0,87.5,1.56,1
Milk,9.0,82.6,2.15,1
Fruits,12.6,86.4,0.55,1
Milk,2.6,76.4,2.99,1
Vegetables,8.7,97.2,1.12,1
Vegetables,8.9,91.1,3.64,1
Eggs,9.5,59.3,4.37,1
Milk,4.5,84.5,1.91,0
Fruits,8.0,71.4,1.47,0
Eggs,8.4,69.8,4.35,1
Meat,1.3,94.3,1.16,1
Fruits,11.4,84.9,2.19,1
Eggs,2.3,55.0,3.53,1
Milk,7.0,86.8,3.3,1
Fruits,5.1,89.7,1.63,1
Eggs,8.0,50.7,3.03,1
Fruits,11.1,84.7,1.39,1
Eggs,5.7,54.4,4.16,1
Milk,7.6,82.1,4.92,1
Meat,0.2,91.9,3.79,1
Milk,2.9,80.8,0.89,0
Eggs,5.7,68.5,1.48,0
Milk,6.6,77.3,2.51,1
Fruits,5.3,81.3,0.36,0
Vegetables,10.8,94.2,2.36,1
Vegetables,3.2,95.3,2.26,1
Vegetables,7.1,89.8,0.46,1
Eggs,7.8,69.9,0.3,1
Meat,1.1,77.4,4.05,1
Eggs,6.9,56.6,1.71,0
Vegetables,4.9,85.9,4.89,1
Fruits,9.3,76.9,1.55,1
Meat,6.4,82.9,1.28,1
Meat,6.1,91.9,2.56,1
Meat,3.3,83.7,4.11,1
Vegetables,2.0,89.1,0.73,1
Eggs,8.0,56.1,4.79,1
Fruits,5.5,77.2,0.94,0
Meat,3.0,70.5,2.92,1
Vegetables,8.0,83.4,1.11,0
Vegetables,6.6,87.7,3.78,1
Vegetables,4.3,93.0,2.5,1
Meat,3.1,72.1,2.29,0
Fruits,8.3,84.7,4.8,1
Eggs,8.9,60.4,2.01,1
Vegetables,3.3,94.2,2.45,1
Meat,2.0,71.1,2.86,1
Vegetables,2.0,83.5,2.82,1
Vegetables,8.3,80.8,4.97,1
Milk,2.8,77.9,3.46,1
Vegetables,11.5,95.8,2.82,1
Eggs,6.2,55.1,4.24,1
Eggs,5.7,54.0,0.92,0
Eggs,2.7,64.7,2.02,0
Milk,5.7,71.8,2.17,0
Fruits,5.8,72.1,2.24,0
Fruits,5.4,86.5,3.94,1
Milk,3.3,68.5,4.19,1
Vegetables,6.5,93.5,4.48,1
Vegetables,9.2,91.5,0.58,1
Eggs,6.3,50.2,1.99,0
Fruits,9.5,79.0,4.29,1
Fruits,11.1,72.5,3.54,1
Fruits,6.8,81.4,4.82,1
Eggs,7.8,55.4,4.94,1
Eggs,6.1,69.2,2.46,0
Fruits,10.2,82.0,1.04,1
Eggs,2.3,55.8,4.14,1
Eggs,3.6,51.1,0.6,0
Eggs,6.2,51.9,2.16,0
Fruits,7.8,87.2,3.68,1
Vegetables,7.4,80.2,2.66,1
Meat,6.7,88.5,0.27,1
Eggs,5.0,69.9,2.09,0
Meat,0.7,72.7,1.51,0
Vegetables,8.7,85.2,2.7,1
Vegetables,9.6,85.2,3.35,1
Eggs,6.7,67.7,3.97,1
Fruits,7.4,84.2,2.03,0
Vegetables,4.5,82.3,0.16,0
Milk,4.1,86.0,4.55,1
Eggs,5.9,65.4,4.45,1
Fruits,9.3,75.7,0.34,1
Milk,7.4,83.6,3.63,1
Meat,2.2,90.6,3.44,1
Vegetables,11.0,81.3,2.19,1
Meat,8.0,77.0,2.93,1
Meat,0.2,84.2,1.15,0
Eggs,2.9,52.9,3.85,1
Vegetables,7.2,94.4,4.96,1
Meat,2.7,90.9,3.02,1
Vegetables,9.5,83.1,3.65,1
Vegetables,10.0,82.0,0.73,1
Eggs,7.0,66.3,1.13,0
Fruits,13.0,88.8,3.02,1
Milk,2.6,83.4,1.06,0
Meat,6.9,89.3,2.81,1
Meat,7.2,82.0,2.7,1
Eggs,7.7,57.7,3.28,1
Meat,0.4,79.5,0.42,0
Fruits,6.0,89.8,1.06,1
Eggs,9.3,57.8,4.0,1
Eggs,5.5,50.6,0.81,0
Eggs,7.4,61.7,0.44,1
Eggs,8.0,56.3,2.13,1
Fruits,8.0,78.9,1.97,0
Meat,3.0,82.1,3.56,1
Meat,6.5,76.5,4.86,1
Milk,5.1,77.2,3.17,1
Milk,4.4,77.6,4.07,1
Eggs,3.3,54.6,4.95,1
Milk,4.0,70.7,1.68,0
Eggs,8.9,60.5,4.77,1
Fruits,8.5,79.5,3.16,1
Vegetables,9.7,94.5,3.33,1
Eggs,5.2,59.2,1.24,0
Eggs,3.6,53.6,0.69,0
Milk,7.4,87.4,2.12,1
Meat,4.8,70.4,1.71,0
Vegetables,5.5,88.9,4.92,1
Milk,6.0,89.1,2.86,1
Eggs,6.5,55.0,1.41,0
Fruits,12.4,89.4,2.49,1
Milk,3.2,65.1,0.49,0
Eggs,4.9,62.9,4.01,1
Milk,5.0,79.3,1.77,0
Fruits,6.1,85.4,4.09,1
Fruits,6.0,76.0,3.42,1
Fruits,12.5,76.2,4.05,1
Meat,3.3,90.2,0.99,1
Meat,0.9,88.6,3.17,1
Fruits,11.7,82.7,1.46,1
Vegetables,2.8,81.4,2.63,1
Milk,6.9,68.2,1.06,0
Eggs,3.9,67.4,1.57,0
Eggs,3.9,57.5,4.26,1
Fruits,4.7,85.4,4.01,1
Vegetables,4.3,92.8,1.37,1
Milk,2.3,83.8,2.6,1
Fruits,9.3,81.3,1.86,1
Eggs,2.7,69.0,0.67,0
Eggs,8.1,50.7,1.74,1
Vegetables,4.5,82.1,4.7,1
Eggs,6.1,67.3,0.18,0
Eggs,9.9,52.6,2.67,1
Fruits,14.3,71.5,1.58,1
Eggs,4.0,58.6,1.22,0
Meat,8.0,93.1,0.96,1
Eggs,4.0,53.4,0.18,0
Eggs,2.0,61.2,3.67,1
Meat,0.2,93.4,0.21,1
Eggs,3.9,58.4,2.73,1
Meat,6.0,73.5,0.82,0
Meat,3.9,83.3,2.96,1
Vegetables,4.4,89.1,0.14,1
Fruits,9.9,74.5,2.4,1
Milk,4.1,73.9,2.58,1
Meat,2.8,91.4,4.66,1
Meat,0.6,71.3,0.42,0
Milk,9.0,60.1,1.39,1
Milk,6.0,60.9,1.09,0
Milk,5.5,75.5,4.22,1
Fruits,6.2,80.8,1.76,0
Fruits,6.8,73.2,1.5,0
Eggs,2.3,66.5,1.86,0
Fruits,13.7,80.5,2.61,1
Vegetables,4.4,83.3,2.75,1
Meat,4.3,87.7,3.05,1
Milk,8.6,83.0,2.31,1
Fruits,13.7,75.9,0.35,1
Milk,7.8,78.2,0.44,1
Milk,8.0,65.7,1.92,1
Meat,3.2,92.2,3.04,1
Meat,4.0,71.2,4.52,1
Eggs,6.1,50.7,4.93,1
Milk,2.3,68.5,3.85,1
Milk,7.0,84.0,0.66,0
Milk,7.0,61.1,4.98,1
Milk,4.7,86.7,4.21,1
Meat,2.2,89.4,1.08,1
Meat,6.3,79.3,3.98,1
Eggs,10.0,65.3,3.14,1
Meat,3.0,93.2,3.89,1
Meat,5.5,93.5,1.96,1
Meat,5.5,90.7,4.47,1
Meat,4.6,70.9,2.62,1
Eggs,2.6,62.7,1.21,0
Eggs,3.1,54.0,2.48,0
Eggs,4.3,52.9,2.79,1
Milk,3.9,74.5,2.51,1
Vegetables,6.3,86.5,2.51,1
Milk,8.9,73.1,3.43,1
Milk,7.6,80.9,1.19,1
Vegetables,2.9,92.0,0.74,1
Eggs,3.5,56.1,3.33,1
Eggs,7.9,69.4,3.1,1
Meat,6.8,82.8,4.28,1
Vegetables,11.0,96.8,4.56,1
Eggs,2.1,69.1,4.14,1
Vegetables,7.9,88.3,1.42,1
Vegetables,4.0,88.5,3.31,1
Milk,2.7,87.3,1.49,1
Meat,3.2,77.0,3.51,1
Milk,3.7,61.3,2.04,0
Milk,7.4,60.6,4.41,1
Meat,6.5,70.3,2.95,1
Milk,7.6,65.1,2.97,1
Eggs,6.3,55.0,0.8,0
Eggs,8.0,56.9,0.17,1
Fruits,4.4,72.1,3.13,1
Fruits,4.8,89.6,2.96,1
Fruits,9.7,72.2,2.71,1
Vegetables,6.9,85.9,0.02,1
Vegetables,8.0,87.0,3.26,1
Meat,5.7,76.1,1.74,0
Fruits,7.5,87.2,3.93,1
Vegetables,2.7,89.8,4.04,1
Meat,4.0,93.0,4.45,1
Milk,3.5,85.3,1.92,1
Meat,7.0,80.0,0.41,1
Fruits,12.4,74.3,4.24,1
Eggs,3.9,66.7,2.06,0
Vegetables,2.3,95.5,1.92,1
Milk,7.8,71.5,4.01,1
Milk,4.7,60.5,3.82,1
Meat,2.0,73.5,1.33,0
Milk,7.6,74.3,1.92,1
Milk,6.3,70.3,2.35,0
Milk,3.8,86.4,4.62,1
Eggs,2.6,66.2,3.92,1
Fruits,13.9,88.8,3.23,1
Vegetables,4.1,89.3,1.18,1
Eggs,6.6,59.4,0.42,0
Meat,3.8,93.3,1.6,1
Meat,4.3,77.2,3.44,1
Milk,7.6,82.2,1.47,1
Vegetables,4.6,92.6,1.86,1
Meat,3.7,88.2,3.75,1
Fruits,7.6,81.0,0.08,0
Vegetables,11.9,93.9,3.77,1
Vegetables,8.4,93.1,2.0,1
Milk,9.5,65.0,0.62,1
Eggs,3.3,68.2,3.26,1
Vegetables,8.3,90.9,4.02,1
Eggs,7.1,59.4,3.91,1
Milk,8.0,87.1,3.45,1
Eggs,9.6,64.8,4.75,1
Fruits,9.3,85.9,3.98,1
Vegetables,4.5,82.2,1.1,0
Eggs,2.3,51.9,3.37,1
Meat,0.6,81.2,2.22,0
Meat,6.8,81.4,1.95,1
Vegetables,3.2,84.8,0.85,0
Milk,7.2,84.3,0.89,1
Vegetables,4.1,84.5,2.68,1
Eggs,5.2,56.4,2.68,1
Meat,2.0,90.3,0.01,1
Eggs,5.9,54.9,4.36,1
Fruits,10.0,81.0,1.22,1
Vegetables,2.9,96.0,0.51,1
Fruits,9.7,72.9,4.29,1
Meat,2.3,76.5,1.81,0
Fruits,13.8,82.1,4.74,1
Vegetables,9.6,97.4,4.07,1
Fruits,9.8,73.7,0.84,1
Meat,7.0,72.1,2.45,1
Eggs,5.5,55.9,3.89,1
Vegetables,4.5,81.0,2.1,0
Eggs,8.9,61.6,4.28,1
Milk,2.7,67.8,0.61,0
Vegetables,6.4,89.2,1.35,1
Vegetables,4.1,94.0,0.95,1
Vegetables,8.5,94.7,0.47,1
Vegetables,2.9,95.9,4.64,1
Milk,8.5,86.1,4.01,1
Meat,6.7,83.6,3.39,1
Milk,6.6,74.4,4.36,1
Meat,3.5,73.0,2.98,1
Eggs,9.9,66.5,4.99,1
Eggs,6.4,53.3,3.0,1
Milk,8.7,70.0,4.35,1
Fruits,6.3,82.0,3.57,1
Vegetables,7.5,91.9,4.83,1
Milk,3.4,77.1,4.48,1
Fruits,8.0,75.9,1.43,0
Milk,5.5,79.9,3.73,1
Eggs,9.0,63.8,4.92,1
Vegetables,3.8,83.0,1.15,0
Eggs,7.8,62.1,2.08,1
Fruits,7.3,86.8,4.96,1
Milk,6.5,65.3,3.55,1
Milk,7.2,66.1,2.39,1
Eggs,6.1,57.5,3.0,1
Milk,5.4,81.2,4.94,1
Milk,8.6,76.1,1.17,1
Eggs,2.3,53.5,3.21,1
Eggs,2.4,50.8,3.75,1
Eggs,9.7,58.9,0.79,1
Eggs,5.7,54.1,2.62,1
Eggs,9.6,59.7,2.33,1
Fruits,5.4,74.6,0.85,0
Meat,6.1,94.7,2.06,1
Meat,6.3,85.3,1.18,1
Fruits,14.0,73.8,2.72,1
Meat,4.8,81.6,0.9,0
Eggs,7.5,55.8,4.35,1
Milk,8.1,82.8,4.99,1
Milk,7.4,68.9,3.27,1
Meat,7.6,77.1,1.12,1
Vegetables,3.5,84.0,0.53,0
Fruits,10.1,82.7,3.5,1
Vegetables,7.5,95.8,1.52,1
Eggs,6.8,59.0,2.98,1
Milk,5.9,88.6,2.14,1
Fruits,13.4,78.4,1.12,1
Fruits,5.9,79.0,4.83,1
Milk,6.8,74.2,2.0,0
Milk,5.4,69.7,1.05,0
Vegetables,3.2,84.2,0.26,0
Vegetables,11.5,92.7,4.92,1
Vegetables,6.6,96.2,2.85,1
Milk,9.0,63.1,4.94,1
Eggs,7.1,55.1,2.01,1
Vegetables,11.6,87.2,2.07,1
Vegetables,9.7,92.4,1.02,1
Fruits,11.4,84.2,2.61,1
Eggs,3.9,62.0,3.04,1
Meat,2.9,92.6,0.32,1
Meat,7.0,91.4,1.13,1
Vegetables,3.2,84.1,4.72,1
Milk,5.3,76.2,4.66,1
Eggs,4.6,68.2,1.1,0
Eggs,9.3,51.9,4.36,1
Meat,5.0,83.4,3.12,1
Vegetables,11.4,89.3,1.24,1
Milk,9.9,76.0,1.51,1
Eggs,2.4,62.1,3.07,1
Fruits,7.3,84.6,4.72,1
Eggs,4.3,56.2,3.17,1
Vegetables,4.6,86.1,1.95,1
Milk,8.9,71.2,0.24,1
Vegetables,3.4,85.7,1.72,1
Vegetables,6.3,95.1,3.89,1
Fruits,5.9,88.2,2.8,1
Eggs,9.2,63.0,2.05,1
Eggs,5.5,67.5,0.25,0
Fruits,10.0,88.9,2.76,1
Milk,3.1,85.8,0.36,1
Vegetables,9.7,91.1,3.47,1
Vegetables,10.9,94.9,4.5,1
Fruits,11.6,76.3,2.05,1
Vegetables,3.7,96.1,1.69,1
Eggs,3.4,61.9,0.11,0
Vegetables,5.4,85.4,1.22,1
Eggs,8.9,66.6,4.29,1
