Product Type,Temperature (°C),Humidity (%),Shock Level (g),Risk Level
Meat,1.3,73.6,4.9,1
Milk,9.0,70.4,1.13,1
Milk,4.8,74.4,0.54,0
Meat,1.0,71.5,4.9,1
Milk,9.4,83.3,1.83,1
Vegetables,4.1,90.7,4.22,1
Fruits,9.6,74.6,2.77,1
Milk,6.4,74.3,3.62,1
Vegetables,4.6,90.0,2.94,1
Meat,0.8,74.9,3.65,1
Fruits,6.0,80.2,3.9,1
Fruits,4.6,79.3,2.61,1
Milk,8.8,63.7,0.88,1
Eggs,6.7,62.8,2.28,0
Eggs,2.7,66.1,3.45,1
Milk,4.3,83.0,0.32,0
Vegetables,5.5,90.8,2.48,1
Meat,0.8,76.4,4.15,1
Vegetables,6.3,81.7,1.72,0
Vegetables,11.9,90.3,3.31,1
Eggs,3.7,51.3,1.39,0
Fruits,4.2,78.9,3.56,1
Meat,1.9,83.6,1.22,0
Milk,8.7,71.0,2.24,1
Eggs,2.4,68.0,0.76,0
Vegetables,8.2,97.0,1.76,1
Milk,8.1,71.9,3.64,1
Fruits,14.9,75.0,4.77,1
Vegetables,3.0,90.5,4.37,1
Milk,3.2,66.7,0.21,0
Milk,7.3,64.9,4.57,1
Milk,6.1,78.4,2.56,1
Meat,7.7,71.4,3.87,1
Fruits,13.5,84.0,3.07,1
Fruits,9.6,79.6,4.37,1
Meat,8.0,81.7,3.63,1
Vegetables,5.8,93.0,1.98,1
Eggs,9.2,69.3,1.21,1
Meat,7.2,78.0,1.19,1
Fruits,6.3,89.4,2.47,1
Vegetables,5.3,96.9,2.83,1
Fruits,9.3,76.5,2.85,1
Eggs,8.5,63.2,1.24,1
Milk,2.2,64.2,4.83,1
Meat,6.4,76.7,1.74,1
Fruits,12.2,74.2,1.5,1
Milk,3.2,60.9,0.75,0
Vegetables,2.2,85.4,2.45,1
Eggs,4.3,54.3,1.48,0
Milk,2.1,86.6,2.98,1
Milk,5.3,82.4,0.75,0
Vegetables,4.2,97.7,0.15,1
Meat,5.1,87.5,0.57,1
Eggs,8.4,52.6,3.18,1
Fruits,5.5,71.4,2.82,1
Meat,5.9,76.3,0.07,0
Fruits,8.4,73.3,0.16,0
Milk,3.7,67.2,3.0,1
Fruits,7.3,83.3,3.86,1
Milk,4.6,76.6,3.66,1
Eggs,4.6,63.1,1.68,0
Milk,9.5,61.5,3.43,1
Eggs,8.2,59.1,0.98,1
Milk,9.2,68.4,2.63,1
Meat,2.2,77.4,3.47,1
Fruits,11.3,83.2,0.96,1
Meat,1.8,83.3,3.25,1
Milk,9.7,88.7,4.37,1
Vegetables,5.3,95.5,1.71,1
Eggs,5.7,59.4,1.63,0
Eggs,9.8,62.8,1.97,1
Eggs,3.9,59.5,2.6,1
Eggs,2.5,59.4,0.83,0
Milk,3.9,74.5,4.08,1
Fruits,9.0,78.9,3.73,1
Vegetables,11.7,92.4,2.63,1
Eggs,9.3,55.4,2.67,1
Meat,4.6,72.8,2.5,0
Meat,5.7,71.9,1.41,0
Milk,3.4,79.2,0.15,0
Fruits,13.4,84.9,3.34,1
Milk,7.8,89.5,0.78,1
Milk,6.9,63.9,1.11,0
Fruits,4.6,74.0,2.61,1
Milk,4.0,61.9,1.8,0
Milk,3.7,84.7,0.57,0
Eggs,3.7,62.6,0.3,0
Fruits,8.8,71.6,2.15,0
Eggs,6.1,67.1,0.81,0
Meat,6.3,72.7,1.31,1
Vegetables,11.6,93.4,1.02,1
Milk,7.2,78.4,0.15,1
Vegetables,7.0,81.3,4.33,1
Eggs,5.8,68.6,0.53,0
Eggs,7.7,65.8,2.43,1
Meat,4.4,75.0,2.54,1
Milk,3.1,62.8,3.77,1
Meat,6.3,74.5,0.98,1
Milk,5.2,74.9,1.28,0
Milk,8.3,68.6,3.2,1
Fruits,6.0,87.9,1.17,1
Fruits,11.8,77.9,0.51,1
Vegetables,7.8,91.9,1.46,1
Fruits,4.1,70.8,0.27,0
Eggs,9.4,58.9,1.55,1
Eggs,8.7,50.1,4.38,1
Fruits,9.2,81.6,4.33,1
Vegetables,7.6,85.6,3.69,1
Milk,6.3,68.2,4.73,1
Fruits,11.5,78.7,2.2,1
Eggs,2.5,54.0,4.48,1
Meat,0.8,87.9,4.26,1
Eggs,4.5,53.6,0.79,0
Meat,4.3,90.5,3.53,1
Vegetables,10.1,80.2,0.2,1
Fruits,10.3,89.5,2.53,1
Meat,1.7,72.2,1.01,0
Eggs,7.7,53.8,4.6,1
Vegetables,6.3,94.3,2.04,1
Vegetables,5.4,89.2,0.54,1
Eggs,9.6,54.2,1.71,1
Milk,2.2,79.2,4.74,1
Meat,6.9,71.8,1.48,1
Fruits,10.6,84.5,4.31,1
Milk,4.5,87.9,3.1,1
Fruits,11.3,87.5,3.41,1
Eggs,3.4,63.0,3.12,1
Fruits,12.4,80.9,1.69,1
Meat,2.6,88.7,4.64,1
Vegetables,9.5,95.3,1.46,1
Fruits,4.6,81.7,3.16,1
Fruits,11.3,81.7,0.99,1
Milk,2.2,64.8,3.19,1
Meat,0.4,89.2,1.06,1
Fruits,4.6,79.2,3.48,1
Milk,3.4,76.6,3.73,1
Vegetables,2.9,80.4,2.68,1
Milk,4.2,65.7,2.07,0
Fruits,9.2,80.6,4.48,1
Fruits,11.8,86.8,4.32,1
Milk,4.4,75.2,2.31,0
Meat,5.5,93.0,0.72,1
Meat,8.0,90.4,1.6,1
Fruits,14.8,85.8,2.91,1
Meat,0.8,83.0,0.11,0
Eggs,6.1,54.7,0.95,0
Fruits,4.1,85.2,0.18,1
Meat,7.5,86.4,3.85,1
Meat,3.3,94.9,0.63,1
Eggs,8.2,64.5,3.61,1
Vegetables,5.3,91.6,2.2,1
Meat,4.6,74.1,0.58,0
Fruits,7.3,73.1,2.32,0
Eggs,7.8,62.9,1.57,1
Fruits,10.2,75.5,2.52,1
Eggs,8.8,58.1,3.44,1
Eggs,5.3,61.6,0.25,0
Vegetables,5.1,81.5,0.29,0
Milk,5.4,81.3,1.19,0
Fruits,5.7,85.2,3.99,1
Fruits,14.8,81.2,4.17,1
Meat,1.5,75.8,2.45,0
Eggs,4.2,68.2,1.33,0
Meat,5.2,74.2,0.95,0
Milk,2.9,81.7,1.71,0
Milk,9.6,67.5,1.71,1
Milk,4.7,86.8,0.26,1
Eggs,6.1,50.8,2.8,1
Eggs,2.3,60.6,0.67,0
Milk,9.5,84.9,0.45,1
Fruits,6.1,75.2,4.37,1
Meat,6.2,89.9,3.29,1
Milk,4.5,79.1,4.91,1
Eggs,6.9,60.2,3.02,1
Eggs,7.8,62.9,3.42,1
Vegetables,7.4,87.6,2.31,1
Vegetables,5.6,80.6,2.35,0
Fruits,5.8,86.7,0.05,1
Fruits,8.9,72.9,1.62,0
Vegetables,10.7,91.6,3.45,1
Vegetables,9.6,88.1,1.1,1
Eggs,8.3,68.9,0.28,1
Eggs,3.4,53.7,3.83,1
Vegetables,5.4,95.1,1.32,1
Eggs,2.6,65.3,3.96,1
Vegetables,5.1,96.6,2.11,1
Milk,2.6,85.5,0.95,1
Milk,2.4,89.7,2.86,1
Vegetables,10.4,86.0,2.89,1
Vegetables,7.8,81.4,3.79,1
Eggs,2.7,50.9,4.25,1
Eggs,9.4,52.6,2.6,1
Fruits,14.8,87.7,4.25,1
Meat,1.2,71.7,0.31,0
Eggs,6.5,62.1,4.69,1
Eggs,6.8,52.3,0.66,0
Milk,4.1,67.1,1.67,0
Vegetables,7.3,90.0,3.28,1
Milk,3.9,70.2,4.96,1
Fruits,10.0,86.9,0.78,1
Meat,3.4,75.7,1.75,0
Milk,4.6,77.8,4.71,1
Milk,3.7,87.2,1.81,1
Meat,3.9,83.7,3.57,1
Vegetables,2.5,88.3,2.51,1
Meat,2.3,73.8,3.81,1
Eggs,9.6,50.3,2.93,1
Meat,7.9,86.9,0.91,1
Eggs,5.9,54.3,0.31,0
Fruits,9.4,74.8,3.48,1
Milk,8.9,84.1,2.95,1
Vegetables,10.4,89.8,3.98,1
Vegetables,9.2,91.4,4.25,1
Meat,5.0,80.8,4.47,1
Vegetables,4.2,83.3,2.86,1
Milk,4.9,70.6,4.65,1
Meat,6.5,71.9,0.09,1
Vegetables,5.0,93.9,0.87,1
Meat,3.6,85.7,1.71,1
Vegetables,11.3,93.6,0.2,1
Eggs,8.6,65.3,0.98,1
Milk,3.4,66.3,4.61,1
Eggs,4.3,58.5,1.16,0
Fruits,4.9,70.1,4.94,1
Fruits,14.6,85.0,4.3,1
Eggs,2.6,54.4,0.27,0
Eggs,3.5,63.7,1.53,0
Vegetables,4.9,93.1,2.89,1
Meat,4.8,89.8,4.99,1
Eggs,9.4,51.4,3.37,1
Vegetables,4.5,96.9,0.37,1
Milk,3.4,69.6,0.03,0
Milk,3.0,86.7,2.4,1
Milk,7.1,78.5,0.21,1
Fruits,4.5,83.4,4.78,1
Milk,7.4,70.5,1.96,1
Milk,7.9,70.8,0.13,1
Eggs,4.9,61.8,3.17,1
Vegetables,4.4,93.3,4.65,1
Meat,7.6,70.4,4.94,1
Fruits,8.8,76.1,0.05,0
Milk,9.9,81.8,2.89,1
Fruits,4.5,77.8,0.51,0
Eggs,4.7,66.4,1.99,0
Meat,6.3,85.4,0.11,1
Eggs,6.5,51.8,4.72,1
Fruits,13.6,79.2,2.69,1
Fruits,7.0,73.9,1.25,0
Vegetables,10.0,87.8,2.47,1
Fruits,6.9,82.1,1.21,0
Milk,7.7,82.2,1.56,1
Eggs,3.0,60.9,3.88,1
Fruits,4.1,88.8,3.18,1
Meat,4.2,85.3,1.66,1
Vegetables,5.8,82.4,3.95,1
Eggs,4.1,69.4,0.84,0
Vegetables,5.3,86.0,0.21,1
Meat,0.3,86.6,2.03,1
Fruits,7.4,72.9,4.16,1
Fruits,11.4,77.3,3.58,1
Fruits,14.4,79.2,2.01,1
Fruits,4.7,78.9,0.97,0
Fruits,11.9,84.6,4.08,1
Eggs,5.0,68.7,1.0,0
Eggs,8.4,57.3,0.66,1
Milk,5.3,77.4,1.39,0
Vegetables,10.0,86.7,1.79,1
Fruits,6.3,84.3,4.99,1
Vegetables,2.7,81.6,3.67,1
Eggs,9.1,50.9,3.38,1
Eggs,4.5,69.6,0.67,0
Eggs,9.1,58.8,3.78,1
Meat,3.8,91.6,0.73,1
Eggs,2.5,52.0,3.18,1
Meat,2.2,88.3,2.03,1
Eggs,3.6,60.0,3.62,1
Vegetables,11.8,96.3,3.23,1
Milk,8.5,67.7,0.43,1
Meat,5.2,93.6,4.06,1
Meat,6.2,83.9,0.38,1
Eggs,6.3,65.8,1.98,0
Vegetables,8.8,94.0,0.29,1
Milk,3.3,72.6,3.64,1
Fruits,11.9,87.7,4.94,1
Milk,5.8,62.2,0.0,0
Milk,6.2,63.7,4.87,1
Milk,3.5,85.2,3.68,1
Milk,6.6,77.8,1.07,0
Vegetables,5.3,85.1,2.07,1
Vegetables,3.4,97.5,2.92,1
Fruits,5.9,79.1,3.01,1
Vegetables,4.7,97.4,1.3,1
Fruits,9.9,83.3,4.46,1
Eggs,9.2,61.7,1.99,1
Fruits,9.7,89.2,3.4,1
Milk,9.2,73.6,4.37,1
Eggs,3.3,55.4,4.35,1
Milk,7.2,69.3,3.11,1
Eggs,9.5,50.7,3.56,1
Fruits,8.7,83.6,4.25,1
Eggs,9.4,59.6,2.78,1
Meat,0.2,70.6,2.04,0
Eggs,3.2,68.7,2.16,0
Milk,9.2,67.9,3.28,1
Eggs,3.5,65.3,3.35,1
Fruits,8.8,79.9,2.04,0
Meat,6.2,70.9,2.09,1
Fruits,5.3,70.2,3.54,1
Eggs,7.0,59.1,3.79,1
Fruits,12.6,79.9,1.88,1
Eggs,9.5,55.7,4.89,1
Eggs,7.2,54.9,4.02,1
Eggs,7.8,61.8,0.18,1
Fruits,10.8,85.6,2.75,1
Eggs,3.3,52.8,4.98,1
Vegetables,6.4,95.3,2.83,1
Fruits,5.0,75.1,0.2,0
Fruits,5.2,81.0,0.86,0
Milk,8.6,72.2,0.99,1
Milk,4.4,82.9,1.27,0
Fruits,12.2,82.0,0.64,1
Eggs,3.9,56.3,2.86,1
Meat,6.5,74.0,2.74,1
Meat,0.1,74.2,2.56,1
Meat,4.3,84.8,2.7,1
Meat,4.0,80.8,1.19,0
Milk,2.8,84.3,4.43,1
Vegetables,9.0,94.1,1.82,1
Meat,1.2,86.2,2.67,1
Vegetables,9.4,87.2,1.58,1
Vegetables,8.4,96.5,1.57,1
Meat,2.9,78.8,4.75,1
Eggs,6.8,59.2,4.16,1
Eggs,6.8,54.4,3.63,1
Eggs,5.5,69.2,1.03,0
Fruits,8.7,87.3,1.29,1
Eggs,8.2,65.3,2.28,1
Meat,1.7,79.9,0.88,0
Eggs,8.6,65.0,1.07,1
Meat,4.1,77.8,4.43,1
Meat,5.7,84.2,2.47,0
Eggs,7.4,66.1,4.75,1
Eggs,5.9,60.0,3.71,1
Eggs,6.6,56.0,2.19,0
Milk,9.7,66.9,3.58,1
Meat,7.9,74.9,3.44,1
Eggs,3.1,65.4,2.73,1
Milk,9.0,85.9,4.0,1
Fruits,11.9,87.0,4.14,1
Fruits,9.2,74.2,0.5,1
Milk,7.2,81.4,2.15,1
Vegetables,4.7,95.2,2.59,1
Vegetables,7.3,93.2,3.27,1
Milk,4.0,83.2,0.56,0
Fruits,4.7,73.5,3.4,1
Meat,1.7,72.8,3.25,1
Eggs,4.1,65.2,2.41,0
Eggs,4.2,60.9,3.65,1
Fruits,5.4,79.8,0.2,0
Eggs,5.1,53.1,2.19,0
Fruits,10.0,71.9,4.85,1
Fruits,8.3,73.7,0.4,0
Meat,6.9,86.5,4.13,1
Vegetables,10.6,94.7,0.01,1
Meat,2.4,83.5,2.71,1
Eggs,6.5,55.1,4.92,1
Vegetables,8.6,89.3,3.96,1
Fruits,5.5,72.8,3.56,1
Fruits,11.8,76.8,0.45,1
Milk,3.8,72.4,0.18,0
Meat,2.2,93.5,4.45,1
Vegetables,8.9,96.4,0.16,1
Fruits,7.7,89.3,0.51,1
Fruits,6.1,72.3,1.37,0
Eggs,9.6,67.3,3.95,1
Fruits,8.2,86.5,3.05,1
Vegetables,5.2,81.7,3.67,1
Meat,2.2,80.8,1.17,0
Vegetables,4.1,94.9,1.89,1
Milk,9.1,65.3,3.65,1
Fruits,14.5,85.6,4.82,1
Vegetables,7.1,91.5,1.07,1
Eggs,5.4,61.0,3.42,1
Eggs,3.7,59.7,1.16,0
Milk,5.7,73.7,0.49,0
Milk,7.5,65.1,3.17,1
Fruits,10.7,72.1,4.36,1
Fruits,7.1,75.4,3.39,1
Eggs,5.6,67.1,0.83,0
Fruits,5.1,79.9,4.85,1
Meat,1.5,76.7,1.65,0
Meat,6.4,82.6,1.23,1
Eggs,4.6,61.1,3.22,1
Milk,7.1,62.8,0.53,1
Vegetables,5.3,81.5,3.19,1
Meat,4.8,79.5,2.85,1
Vegetables,7.0,97.8,1.92,1
Eggs,8.4,69.8,2.16,1
Eggs,3.8,50.2,1.97,0
Meat,4.1,82.0,1.95,0
Vegetables,11.8,86.6,1.22,1
Fruits,6.2,88.3,1.11,1
Milk,8.5,86.4,2.88,1
Eggs,9.4,65.5,1.41,1
Fruits,13.1,79.4,4.3,1
Vegetables,7.5,84.1,1.3,0
Vegetables,5.6,80.3,0.3,0
Meat,5.6,77.0,2.06,0
Vegetables,2.9,93.3,0.05,1
Eggs,6.2,53.5,2.85,1
Vegetables,3.3,86.5,0.86,1
Milk,9.3,88.0,1.94,1
Eggs,9.9,63.4,3.68,1
Fruits,13.4,84.9,0.55,1
Vegetables,3.7,84.7,2.02,0
Meat,3.1,71.3,1.9,0
Meat,1.3,73.8,3.91,1
Eggs,3.1,65.4,0.4,0
Fruits,8.2,73.5,3.73,1
Milk,9.1,76.9,3.79,1
Eggs,8.4,64.8,3.64,1
Meat,0.5,88.1,4.56,1
Eggs,5.6,56.0,2.19,0
Eggs,3.0,62.2,0.27,0
Vegetables,9.9,92.6,0.16,1
Milk,2.7,85.9,1.33,1
Milk,4.3,60.7,4.56,1
Fruits,11.8,73.0,3.59,1
Eggs,7.5,64.8,2.28,1
Meat,6.9,87.8,0.15,1
Eggs,2.5,61.3,1.49,0
Fruits,14.6,81.3,0.0,1
Meat,6.8,81.7,4.1,1
Milk,6.8,87.7,3.7,1
Fruits,11.8,74.0,3.3,1
Milk,7.1,64.5,2.15,1
Milk,5.0,83.0,1.22,0
Vegetables,3.9,86.7,4.96,1
Vegetables,3.5,91.5,4.54,1
Fruits,14.7,71.7,2.49,1
Milk,2.6,60.5,4.99,1
Milk,9.8,73.7,3.15,1
Meat,5.1,94.2,4.95,1
Meat,0.6,85.2,3.68,1
Meat,7.5,93.0,2.73,1
Meat,6.3,90.8,0.45,1
Milk,6.5,89.6,1.82,1
Fruits,6.4,78.2,2.22,0
Fruits,9.3,80.5,0.62,1
Eggs,3.4,65.3,1.24,0
Eggs,7.2,58.1,0.96,1
Milk,3.9,63.1,0.48,0
Eggs,9.4,67.7,1.96,1
Milk,5.1,76.3,5.0,1
Milk,2.7,78.5,0.11,0
Milk,3.7,63.4,2.82,1
Meat,7.5,89.3,0.87,1
Meat,4.5,80.5,2.15,0
Fruits,13.5,84.3,0.47,1
Milk,5.8,83.3,3.77,1
Vegetables,7.3,84.4,2.83,1
Meat,6.5,78.3,3.69,1
Meat,6.1,72.2,3.86,1
Vegetables,10.7,88.0,1.67,1
Milk,6.3,88.3,2.11,1
Fruits,5.5,71.7,2.95,1
Meat,2.0,82.0,3.27,1
Milk,3.3,62.5,0.24,0
Milk,2.4,75.2,3.94,1
Meat,7.2,77.1,4.38,1
Meat,1.0,72.1,4.66,1
Eggs,9.1,53.4,3.56,1
Fruits,9.9,74.9,4.12,1
Meat,5.9,77.8,3.45,1
Vegetables,4.4,86.6,1.32,1
Meat,6.3,89.3,0.71,1
Vegetables,8.7,81.1,3.95,1
Meat,4.5,79.6,0.76,0
Fruits,7.5,85.5,3.48,1
Milk,6.5,74.0,4.01,1
Fruits,9.7,81.3,3.41,1
Fruits,5.8,73.0,3.08,1
Milk,5.2,82.7,4.8,1
Vegetables,5.8,88.8,2.25,1
Meat,6.3,75.6,0.84,1
Vegetables,3.7,95.9,2.39,1
Eggs,8.9,50.2,0.93,1
Eggs,3.4,60.3,1.97,0
Milk,8.8,87.4,1.88,1
Fruits,5.7,80.3,2.98,1
Vegetables,9.7,92.0,0.42,1
Fruits,7.7,83.2,0.17,0
Meat,5.3,78.4,4.81,1
Eggs,8.6,63.3,3.48,1
Milk,9.9,80.8,2.83,1
Fruits,11.2,85.3,2.65,1
Milk,6.5,80.8,0.59,0
Vegetables,9.8,88.2,1.08,1
Vegetables,8.7,93.3,1.44,1
Fruits,7.8,81.7,2.8,1
Vegetables,9.1,96.3,3.14,1
Milk,7.5,67.1,3.16,1
Vegetables,6.6,91.0,3.25,1
Eggs,4.4,63.6,0.08,0
Meat,5.8,92.7,2.02,1
Meat,3.6,89.7,3.19,1
Vegetables,5.5,95.1,1.7,1
Eggs,7.7,60.0,0.37,1
Meat,4.9,83.2,4.03,1
Vegetables,6.1,86.4,3.78,1
Eggs,5.4,67.6,4.94,1
Meat,0.8,71.9,4.65,1
Meat,6.2,89.4,2.47,1
Vegetables,9.1,87.4,2.73,1
Eggs,3.9,56.2,2.98,1
Milk,7.4,65.4,2.22,1
Vegetables,3.1,89.7,3.41,1
Milk,4.8,85.8,3.47,1
Fruits,6.5,82.9,3.75,1
Eggs,6.7,69.3,2.4,0
Eggs,7.7,62.7,0.05,1
Vegetables,3.2,85.1,3.3,1
Meat,3.1,84.1,3.62,1
Meat,5.4,90.2,0.13,1
Milk,5.3,79.2,1.23,0
Eggs,7.1,62.3,2.28,1
Milk,4.7,80.8,0.53,0
Vegetables,7.3,97.6,1.34,1
Eggs,6.0,68.5,4.61,1
Eggs,3.7,56.7,3.75,1
Vegetables,11.0,90.3,0.27,1
Fruits,4.6,85.4,0.19,1
Fruits,11.8,73.2,3.55,1
Fruits,5.0,70.1,4.73,1
Meat,0.3,73.3,3.07,1
Milk,7.4,86.0,4.09,1
Fruits,5.7,82.8,3.59,1
Fruits,14.1,83.2,3.85,1
Milk,8.5,78.4,1.88,1
Fruits,14.9,81.2,1.34,1
Vegetables,4.7,83.0,4.4,1
Fruits,13.6,78.3,0.13,1
Milk,9.3,78.6,0.44,1
Fruits,6.0,87.0,3.63,1
Vegetables,5.3,96.6,4.19,1
Fruits,9.9,86.6,4.48,1
Fruits,10.2,74.4,2.09,1
Eggs,9.8,57.9,2.61,1
Vegetables,4.6,97.0,4.81,1
Fruits,7.4,79.6,3.51,1
Eggs,3.4,50.2,3.83,1
Vegetables,10.3,87.9,4.15,1
Meat,0.1,77.5,1.74,0
Fruits,8.8,72.4,0.6,0
Meat,6.8,90.5,1.79,1
Meat,0.1,89.1,3.34,1
Meat,5.7,80.0,4.76,1
Fruits,10.5,80.6,1.93,1
Fruits,7.2,75.5,3.99,1
Eggs,5.2,67.5,3.34,1
Fruits,10.8,83.0,4.68,1
Meat,0.7,78.4,2.78,1
Vegetables,11.3,90.1,0.42,1
Eggs,4.1,66.9,1.13,0
Fruits,6.6,80.6,3.73,1
Eggs,6.1,53.2,2.65,1
Meat,2.6,88.2,3.39,1
Fruits,11.3,82.0,0.13,1
Meat,0.7,86.2,2.5,1
Fruits,7.9,85.9,3.63,1
Meat,2.2,80.4,1.88,0
Vegetables,3.4,94.5,0.47,1
Meat,0.7,94.0,1.15,1
Milk,3.8,89.8,3.43,1
Milk,2.5,79.0,1.06,0
Milk,8.1,69.2,4.19,1
Vegetables,5.1,95.8,3.71,1
Meat,5.0,75.0,2.65,1
Milk,7.0,77.7,2.7,1
Milk,5.0,81.4,1.38,0
Milk,9.4,89.9,3.12,1
Fruits,11.6,74.0,0.5,1
Milk,2.6,89.1,1.77,1
Vegetables,3.4,88.9,3.38,1
Fruits,8.9,79.7,4.77,1
Milk,6.4,83.9,1.93,0
Fruits,8.6,74.9,1.19,0
Eggs,3.1,54.6,3.77,1
Milk,2.1,80.6,2.71,1
Milk,3.8,81.0,4.99,1
Meat,0.2,78.4,3.31,1
Fruits,11.9,86.3,2.19,1
Milk,5.0,66.9,0.38,0
Milk,5.9,76.1,2.72,1
Vegetables,2.4,95.1,1.97,1
Vegetables,3.1,82.4,1.38,0
Vegetables,7.2,97.7,1.3,1
Eggs,9.5,59.5,0.53,1
Eggs,2.9,68.7,4.99,1
Fruits,13.3,84.1,4.48,1
Eggs,5.1,59.6,2.38,0
Vegetables,10.2,80.6,0.18,1
Meat,4.8,77.6,1.32,0
Fruits,13.7,75.3,4.8,1
Meat,3.6,83.0,0.5,0
Eggs,3.2,68.1,3.44,1
Vegetables,9.5,80.8,2.9,1
Fruits,4.2,86.6,1.26,1
Meat,3.9,80.8,0.25,0
Meat,6.2,93.2,3.7,1
Meat,3.8,90.3,2.67,1
Eggs,2.4,54.7,1.78,0
Milk,2.7,88.5,2.26,1
Vegetables,10.1,89.0,3.16,1
Milk,3.4,64.9,3.3,1
Eggs,7.3,61.9,0.08,1
Vegetables,6.0,83.8,4.64,1
Fruits,11.6,85.8,4.33,1
Fruits,14.3,72.5,3.7,1
Eggs,4.4,63.5,4.74,1
Milk,5.1,86.9,0.34,1
Vegetables,6.8,87.9,3.34,1
Fruits,11.8,72.6,1.41,1
Vegetables,8.4,91.6,4.42,1
Meat,7.2,79.8,1.1,1
Meat,6.1,89.7,2.69,1
Vegetables,8.6,81.4,0.73,1
Eggs,3.2,64.1,0.66,0
Meat,0.7,79.6,1.71,0
Meat,5.0,74.8,0.98,0
Milk,9.8,65.9,3.0,1
Eggs,4.6,51.6,4.25,1
Fruits,6.1,72.3,1.14,0
Milk,2.1,77.3,0.74,0
Eggs,4.1,68.1,0.36,0
Fruits,13.4,71.2,0.52,1
Vegetables,3.3,86.0,4.71,1
Vegetables,5.6,81.5,3.19,1
Fruits,10.7,84.8,1.6,1
Meat,0.8,77.5,0.36,0
Fruits,12.9,89.1,4.36,1
Fruits,7.3,82.9,4.51,1
Milk,7.3,84.3,4.44,1
Meat,5.0,79.7,3.79,1
Fruits,6.6,80.8,1.18,0
Milk,8.2,86.4,1.98,1
Vegetables,4.5,80.9,0.98,0
Vegetables,5.1,91.4,3.43,1
Milk,3.7,84.7,4.76,1
Fruits,13.9,83.2,0.25,1
Eggs,8.0,56.4,3.65,1
Vegetables,3.0,90.6,3.74,1
Meat,6.9,93.3,1.66,1
Vegetables,4.7,92.8,4.5,1
Vegetables,3.5,82.8,3.55,1
Vegetables,2.1,89.4,2.9,1
Eggs,6.1,62.2,3.25,1
Fruits,7.7,80.7,2.5,0
Meat,1.0,90.7,2.58,1
Vegetables,8.1,91.2,1.22,1
Fruits,8.1,72.3,3.72,1
Eggs,5.0,69.6,1.95,0
Milk,4.4,65.1,4.25,1
Vegetables,3.9,91.8,0.87,1
Milk,8.6,81.5,0.54,1
Eggs,5.2,58.3,0.88,0
Vegetables,10.2,88.9,1.31,1
Fruits,10.8,78.0,2.96,1
Vegetables,10.5,81.7,1.57,1
Eggs,3.3,70.0,0.11,0
Vegetables,5.9,83.3,1.18,0
Vegetables,10.5,97.5,4.41,1
Eggs,8.3,66.4,0.4,1
Fruits,9.3,82.9,3.28,1
Fruits,6.5,79.3,1.53,0
Vegetables,7.7,91.6,1.3,1
Meat,2.0,94.4,1.81,1
Milk,6.5,61.4,0.99,0
Vegetables,9.9,81.3,0.42,1
Eggs,4.3,52.9,0.99,0
Eggs,8.9,69.4,0.37,1
Vegetables,8.0,92.4,1.61,1
Milk,5.5,63.9,4.98,1
Vegetables,5.9,88.1,3.17,1
Meat,0.7,90.1,1.13,1
Milk,4.6,70.8,1.27,0
Milk,9.9,66.0,3.35,1
Vegetables,2.4,83.3,1.06,0
Eggs,7.7,67.3,1.65,1
Milk,5.9,67.2,4.18,1
Milk,6.8,71.8,3.89,1
Eggs,6.6,67.6,0.1,0
Eggs,3.7,64.3,0.96,0
Fruits,5.6,87.3,1.55,1
Eggs,3.6,60.1,0.07,0
Milk,8.0,88.4,4.97,1
Vegetables,2.9,95.0,2.38,1
Meat,3.1,86.0,4.83,1
Vegetables,3.0,93.2,0.12,1
Vegetables,2.2,96.3,2.09,1
Fruits,6.4,78.3,3.5,1
Milk,7.5,74.5,0.6,1
Vegetables,2.5,82.6,0.29,0
Vegetables,4.5,92.4,1.0,1
Fruits,14.5,78.4,1.97,1
Eggs,8.0,61.6,0.38,1
Vegetables,5.1,89.4,0.98,1
Vegetables,4.5,96.3,4.39,1
Fruits,13.7,82.6,0.93,1
Vegetables,8.6,84.3,4.61,1
Milk,6.1,83.4,1.77,0
Vegetables,8.7,88.2,3.49,1
Milk,9.5,63.5,2.78,1
Milk,2.2,87.2,0.37,1
Meat,0.7,86.9,2.79,1
Vegetables,3.0,91.8,3.52,1
Fruits,10.6,73.0,4.63,1
Eggs,7.6,61.8,4.98,1
Fruits,10.8,78.3,3.29,1
Fruits,7.2,74.4,0.8,0
Milk,2.7,61.1,1.49,0
Fruits,4.8,70.9,1.22,0
Milk,5.5,67.3,2.6,1
Fruits,11.0,71.1,2.64,1
Eggs,5.3,58.2,1.3,0
Meat,6.9,83.5,4.06,1
Milk,3.6,83.3,0.52,0
Meat,1.7,71.1,1.82,0
Milk,6.6,85.6,3.6,1
Milk,4.4,70.6,4.22,1
Meat,6.8,76.2,2.8,1
Milk,5.7,83.5,3.96,1
Meat,3.2,79.2,2.95,1
Milk,4.5,79.0,0.06,0
Vegetables,11.8,85.8,4.18,1
Vegetables,7.6,90.6,2.87,1
Eggs,8.9,56.5,2.51,1
Meat,3.4,84.5,0.62,0
Eggs,8.2,65.0,1.47,1
Fruits,13.1,70.5,0.81,1
Vegetables,10.0,85.8,4.36,1
Eggs,3.7,55.0,1.18,0
